geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sbspon	421.5595954	0.173059705	0.207000448	0.836035409	0.403134983	0.933917374
4930444P10Rik	26.5740183	-0.55984691	0.94568387	-0.592002177	0.553849131	0.965627199
Rpl7	9132.300096	-0.006003653	0.125055948	-0.048007734	0.961710079	0.995542231
Rdh10	241.3111656	0.195550776	0.276251584	0.707872053	0.479024716	0.955402447
Stau2	2892.949778	-0.106795164	0.170369396	-0.626844764	0.530760998	0.961223421
Ube2w	2097.782845	0.123906078	0.097119373	1.275812165	0.202021926	0.861032372
Tceb1	3849.55513	0.079016361	0.086450304	0.914009061	0.360712085	0.923608927
D030040B21Rik	0.149532855	-1.307903972	4.270618011	-0.306256371	0.759409455	NA
Tmem70	1125.194768	0.287080702	0.160269741	1.791234581	0.073255659	0.701804483
Ly96	43.84989678	-0.137195642	0.599433808	-0.228875383	0.818965774	0.995542231
Jph1	245.0320171	0.158169099	0.254138137	0.622374512	0.533695636	0.961223421
Gdap1	5424.5991	-0.019752062	0.093920852	-0.210305398	0.833429322	0.995542231
Pi15	17.48140192	-1.824833311	0.850179897	-2.146408445	0.031840406	0.573821577
Crispld1	159.1158225	-0.029896715	0.263529961	-0.11344712	0.909676084	0.995542231
Crisp4	0	NA	NA	NA	NA	NA
Defb44-ps	0	NA	NA	NA	NA	NA
Defb18	0	NA	NA	NA	NA	NA
Defb41	0	NA	NA	NA	NA	NA
Gm15386	0	NA	NA	NA	NA	NA
Tfap2d	0	NA	NA	NA	NA	NA
Tfap2b	0.515509855	-2.147672586	4.22657452	-0.508135507	0.611358316	NA
Pkhd1	0.591719288	0.258744376	4.279576766	0.060460272	0.951789056	NA
4930486I03Rik	0	NA	NA	NA	NA	NA
Mir206	0	NA	NA	NA	NA	NA
Mir133b	0	NA	NA	NA	NA	NA
Il17a	0	NA	NA	NA	NA	NA
Il17f	0.327791487	0.258720737	4.279576766	0.060454748	0.951793455	NA
Mcm3	87.02270216	-0.254420172	0.490439171	-0.518759894	0.603928189	0.972005972
6720483E21Rik	16.0817734	0.044757405	0.974495074	0.045928816	0.963366987	0.995542231
Paqr8	2481.243357	-0.128087747	0.105863222	-1.209936227	0.226303365	0.876962098
Efhc1	130.3991173	0.041110363	0.385220138	0.106719142	0.915011796	0.995542231
Tram2	18.70935942	0.699705512	0.98583703	0.70975779	0.477854349	0.954369906
Tmem14a	1018.803205	-0.014927204	0.150706157	-0.0990484	0.921099842	0.995542231
Gsta3	17.75462667	0.11066952	0.86611331	0.127777185	0.898325306	0.995542231
Gm4956	0.173807263	0.258709679	4.279576766	0.060452165	0.951795513	NA
Khdc1a	0.462954341	0.258721664	4.279576766	0.060454965	0.951793283	NA
Khdc1c	0.954518337	-3.870413676	4.210806372	-0.919162112	0.358010786	0.922792607
Khdc1b	2.495036862	3.906361416	2.909448589	1.342646655	0.179386416	0.839671537
Kcnq5	1212.173617	-0.306250275	0.174606455	-1.753945902	0.079439777	0.71448193
Rims1	997.9123232	-0.269397668	0.195689775	-1.376656842	0.168618368	0.828421663
4933415F23Rik	4.311653254	3.206856599	2.199328902	1.458106878	0.144811086	0.812361647
Mir30a	0.584742542	3.750907268	4.206798146	0.891629961	0.372591305	NA
Mir30c-2	0.114101263	0.258702245	4.279576766	0.060450427	0.951796897	NA
Ogfrl1	7852.679632	-0.20118438	0.082434107	-2.440547811	0.014665005	0.45928487
B3gat2	99.78884333	0.54916578	0.362735415	1.513956887	0.130036774	0.797432562
Smap1	1785.04966	-0.077236552	0.164141348	-0.470549032	0.637962812	0.978231238
1110058L19Rik	914.9940497	-0.021560302	0.177424307	-0.121518309	0.903280514	0.995542231
Fam135a	862.133093	0.142854515	0.1523276	0.937811106	0.348341493	0.922111471
Col9a1	2.385463459	-1.252768291	3.058790127	-0.409563337	0.682126296	0.988276437
Col19a1	190.3924098	0.212124385	0.327201013	0.648299902	0.516790997	0.960947677
Lmbrd1	5155.665138	0.038931752	0.090349016	0.430904	0.666538175	0.984754926
Bai3	779.595566	0.027289409	0.177407938	0.153822929	0.877749354	0.995542231
Gm20172	1.545776582	-4.623612276	4.205499499	-1.09942048	NA	NA
4931408C20Rik	0	NA	NA	NA	NA	NA
Gm597	0	NA	NA	NA	NA	NA
Mir6342	0	NA	NA	NA	NA	NA
Phf3	1772.813361	-0.266305446	0.111038906	-2.398307548	0.016471029	0.489236152
Ptp4a1	179.4340005	-0.177246294	0.244921469	-0.723686227	0.469258391	0.952319611
Gm13363	0	NA	NA	NA	NA	NA
4931428L18Rik	0	NA	NA	NA	NA	NA
Lgsn	0.515613534	0.258723277	4.279576766	0.060455342	0.951792983	NA
Pih1d3	0	NA	NA	NA	NA	NA
Gm4850	0	NA	NA	NA	NA	NA
Khdrbs2	111.0514396	0.011046837	0.279645896	0.039502949	0.968489403	0.995902963
Gm9839	0.212909733	2.353898709	4.243641067	0.554688456	0.579107774	NA
Gm5415	1.054197529	4.343410649	4.033128451	1.076933379	0.28151003	0.897638852
Prim2	136.1620323	-0.4181209	0.280621386	-1.489982305	0.136228889	0.80385747
1700001G17Rik	15.65469403	1.288184795	1.32332575	0.973444971	0.330332197	0.914310244
Rab23	698.4573308	0.238099351	0.169360956	1.405869195	0.15976297	0.821775072
Bag2	1151.407684	-0.113199947	0.179466954	-0.630756497	0.528199752	0.961223421
Zfp451	908.7603012	0.00197006	0.139711925	0.014100874	0.988749503	0.998044563
Gm15455	1.117024549	-3.021282852	2.110849945	-1.43131105	0.152341088	0.816664859
Bend6	5038.588361	0.083035402	0.087004797	0.954377279	0.339892703	0.91910591
Dst	48128.2295	-0.129546235	0.117509249	-1.102434369	0.270272876	0.89434387
Mir6896	0.240847218	-1.945638526	4.247060603	-0.458114142	0.646870439	NA
Mir5103	0.280096015	-1.388704463	4.246382722	-0.327032337	0.743643428	NA
Ccdc115	1271.203315	0.124212515	0.118784279	1.045698272	0.295700361	0.903982465
Imp4	358.9134103	0.275335497	0.241175652	1.141638861	0.253604164	0.889321501
Ptpn18	41.76630248	0.057123853	0.506279536	0.112830658	0.910164812	0.995542231
Prss39	0	NA	NA	NA	NA	NA
Cfc1	0	NA	NA	NA	NA	NA
Prss40	0.201841549	-1.704935693	4.255934323	-0.400601975	0.688713192	NA
Amer3	1024.320757	-0.226364466	0.175589234	-1.289170532	0.197338807	0.854173161
AA619741	0	NA	NA	NA	NA	NA
Arhgef4	2954.338747	-0.042125761	0.09900536	-0.4254897	0.670479729	0.985669757
Fam168b	9997.36811	-0.039318252	0.048818159	-0.805402176	0.420587636	0.938968157
Plekhb2	10623.05567	0.013476331	0.062574783	0.215363602	0.829483846	0.995542231
Mir7669	0.403683098	-2.698094655	4.227109469	-0.638283601	0.523289085	NA
Hs6st1	4772.367692	-0.118201889	0.080651096	-1.46559557	0.142758499	0.812361647
Uggt1	3625.835983	-0.192979888	0.091663734	-2.105302493	0.035264985	0.591029303
Mir6897	0	NA	NA	NA	NA	NA
Neurl3	44.71550212	-0.904568196	0.624312557	-1.448902776	0.147364736	0.813814015
Arid5a	559.4011187	0.040830475	0.138629497	0.294529492	0.768353331	0.995542231
Kansl3	3636.642251	-0.091880726	0.067355742	-1.36411125	0.172532555	0.833865865
Mir6898	0	NA	NA	NA	NA	NA
Fer1l5	579.6281466	-0.193279555	0.155035603	-1.246678511	0.212515401	0.866081005
Lman2l	1473.970693	0.128567675	0.105699793	1.216347463	0.223852588	0.876023623
Cnnm4	757.4579549	-0.075422482	0.128233061	-0.588167209	0.556420065	0.966172232
Cnnm3	979.1307423	0.156076587	0.120042872	1.300173719	0.193541436	0.849295942
Ankrd23	83.18187908	-1.134191853	0.585985005	-1.935530505	0.052925229	0.654404462
Ankrd39	632.3111578	0.364100765	0.139527879	2.609519821	0.009066939	0.384406449
Sema4c	1312.157104	0.071858385	0.213922764	0.33590808	0.736940184	0.995542231
Fam178b	1208.457593	0.14254749	0.321265371	0.443706363	0.657254894	0.982420466
Cox5b	7245.185306	-0.115677071	0.127971842	-0.903925963	0.366034661	0.926007431
Actr1b	10196.98396	-0.008886727	0.104416485	-0.085108463	0.932175162	0.995542231
4933424G06Rik	8.591835393	0.433346182	1.36365366	0.317783169	0.750649418	0.995542231
Zap70	22.10405025	-0.118471824	0.860363694	-0.137699702	0.890477755	0.995542231
Tmem131	2408.983602	-0.275431888	0.12299258	-2.239418726	0.025128684	0.54692406
Cnga3	13.2133621	0.141047016	1.215825388	0.11600927	0.907645195	0.995542231
Inpp4a	5830.735994	-0.114554957	0.092495327	-1.238494539	0.215532746	0.868450318
Coa5	4628.708914	-0.01080554	0.079256111	-0.136336994	0.89155488	0.995542231
Unc50	1513.694217	0.281343701	0.101351463	2.775921459	0.00550455	0.333304034
Mgat4a	2582.641983	0.049035519	0.13372824	0.366680361	0.713857457	0.994501781
4930594C11Rik	5.860779791	1.157068136	2.176848189	0.531533683	0.595049006	0.970393991
2010300C02Rik	203.3367659	-0.612294208	0.360510107	-1.698410656	0.089430282	0.736174381
Tsga10	287.776842	-0.241938488	0.284601202	-0.850096507	0.395271433	0.932888256
Lipt1	138.725681	0.038082262	0.348486191	0.109279114	0.912981112	0.995542231
Mitd1	232.4581987	0.009270142	0.18136886	0.051112093	0.9592362	0.995542231
Mrpl30	1217.213478	0.058257398	0.137990832	0.422183104	0.672891373	0.98686152
Lyg2	0.256486904	0.835754187	4.279576766	0.195288981	0.845166723	NA
Lyg1	0	NA	NA	NA	NA	NA
Txndc9	1526.886101	-0.108083178	0.103546788	-1.043810057	0.296573278	0.903982465
Eif5b	1950.85461	-0.089348856	0.095989518	-0.930818888	0.351947258	0.922111471
Rev1	222.8291783	-0.044574208	0.265435938	-0.167928308	0.86663968	0.995542231
Aff3	2656.731078	-0.063681136	0.108084644	-0.589178385	0.555741615	0.965980955
Lonrf2	3435.293267	-0.09023662	0.152919876	-0.59009085	0.555129743	0.965980955
Chst10	435.4501487	-0.12990487	0.190403392	-0.68226132	0.495073727	0.956124663
Nms	11.35339061	1.3859622	1.276221073	1.08598912	0.277483806	0.897609869
Pdcl3	1810.829793	0.028388639	0.12943477	0.219327769	0.826394732	0.995542231
Mir6349	0	NA	NA	NA	NA	NA
Npas2	163.4630416	0.248474288	0.31265223	0.794730578	0.426770241	0.940351146
Rpl31	6216.737635	0.03818325	0.139845541	0.273038736	0.78482344	0.995542231
Tbc1d8	969.2403039	-0.127247564	0.111637839	-1.139824677	0.254359351	0.889321501
Cnot11	1003.760078	0.248458416	0.104686805	2.373349872	0.017627557	0.498760066
Snord89	0.832302215	3.297850187	4.099064036	0.804537367	0.421086698	0.939300924
Rnf149	1084.596651	-0.181061162	0.121105854	-1.495065311	0.134897398	0.803057145
Creg2	1068.108717	-0.142430762	0.12818474	-1.111136644	0.266509537	0.892422578
Rfx8	8.395518577	-2.008822719	1.153547834	-1.741429926	0.081608246	0.718568844
Gm3646	0	NA	NA	NA	NA	NA
1700066B17Rik	0.19937714	-1.669894748	4.257351827	-0.392237902	0.694882442	NA
Map4k4	4816.880145	0.03058576	0.076988818	0.39727535	0.691164423	0.98903371
Gm16894	15.12424265	-0.323972315	1.224589039	-0.264555949	0.791351559	0.995542231
Il1r2	17.60692577	-2.843158781	0.927730826	-3.06463761	0.002179339	0.229442329
Il1r1	362.47147	-0.259881714	0.211673594	-1.227747448	0.219541789	0.872231562
Il1rl2	7.008292007	2.072973121	1.553501213	1.334387835	0.182076785	0.841664385
Il1rl1	16.6641946	1.239047411	0.949255489	1.305283378	0.191796372	0.849295942
Il18r1	7.425685714	2.568389569	1.600394211	1.604848075	0.108527243	0.768444345
Il18rap	9.633823032	-0.706860377	1.397666896	-0.505743091	0.613037014	0.973732511
Slc9a4	0.436695022	-0.222170143	4.279576766	-0.051914046	0.958597183	NA
Slc9a2	185.7891015	-0.188363988	0.323481061	-0.582302986	0.560362614	0.967352722
Mfsd9	491.0630521	0.060417909	0.187013922	0.323066369	0.74664498	0.995542231
Tmem182	7.674634378	-3.551423879	1.748603695	-2.03100559	0.042254428	0.619489368
4930448I06Rik	0	NA	NA	NA	NA	NA
Pou3f3os	5.430753257	-6.308296519	4.017282735	-1.570289406	0.116347798	0.781559227
Pou3f3	11.55398558	-0.588613935	1.335290018	-0.440813552	0.659347982	0.982717255
2900092D14Rik	4.311457044	-4.758276275	2.389547727	-1.991287397	0.0464493	0.630759398
2610207O16Rik	0.085319322	0.258698933	4.279576766	0.060449654	0.951797513	NA
Mrps9	1439.134749	-0.056884204	0.11695652	-0.486370523	0.626704486	0.976675975
Gpr45	142.4864923	-0.477135051	0.321597306	-1.48364132	0.137904101	0.804525938
Tgfbrap1	1921.599372	-0.041378577	0.093696887	-0.441621684	0.65876299	0.982420466
AI597479	908.5096267	-0.114041848	0.16584163	-0.68765513	0.491669982	0.95565466
Fhl2	112.221242	-0.21726289	0.297258633	-0.730888411	0.464847315	0.95206786
Nck2	346.7378625	-0.077169494	0.175721458	-0.439158053	0.660547017	0.983608597
1500015O10Rik	110.882157	1.016066476	0.5307541	1.914382717	0.055571272	0.664750573
Uxs1	1690.850242	0.212023277	0.16593425	1.277754754	0.201335912	0.860553284
Tpp2	2488.287745	-0.147758626	0.129338497	-1.142417996	0.253280314	0.889321501
Mettl21c	2.038793877	-3.488212753	3.395398006	-1.027335454	0.304262533	0.905747709
Tex30	189.3993369	-0.090945809	0.362727057	-0.250727943	0.802024455	0.995542231
Kdelc1	180.4274523	0.157843933	0.239253715	0.659734511	0.509424216	0.959810814
Bivm	669.7785574	-0.070676283	0.171447578	-0.412232609	0.680168938	0.987783275
Ercc5	777.8508899	0.149406827	0.143979088	1.037698103	0.299410628	0.903982465
Mettl21e	3.583835528	5.84349815	2.69333549	2.169613913	0.030036107	0.571606793
Gulp1	555.4372523	0.127633378	0.161053182	0.792492126	0.428073781	0.940351146
4930521E06Rik	0	NA	NA	NA	NA	NA
Col3a1	1818.921627	-0.101120062	0.159261483	-0.63493106	0.525473378	0.961223421
Col5a2	753.8131794	-0.241375109	0.191552969	-1.260095893	0.207634772	0.865296456
Wdr75	923.1770484	-0.141265147	0.154611138	-0.913680273	0.360884872	0.92378933
Slc40a1	108.1687781	0.123827119	0.40178974	0.308188852	0.757938635	0.995542231
Gm4776	0	NA	NA	NA	NA	NA
Dnah7b	138.5828537	0.267933765	0.342218063	0.782932854	0.433666543	0.94264823
Slc39a10	1927.685907	0.049880662	0.106806739	0.467017928	0.640487051	0.978231238
Mir6350	0	NA	NA	NA	NA	NA
Tmeff2	4550.349874	-0.03493982	0.119035205	-0.293525095	0.76912082	0.995542231
9330175M20Rik	37.74683421	-0.172241156	0.700868424	-0.24575391	0.805872737	0.995542231
Sdpr	347.3566759	-0.042573364	0.258250893	-0.164852727	0.869059901	0.995542231
Nabp1	160.7537332	0.335360744	0.279658311	1.199180323	0.230457837	0.877709052
Myo1b	1430.731795	-0.108861481	0.095204513	-1.14344875	0.252852322	0.889321501
Stat4	10.32365281	-2.153512711	1.264826393	-1.702615255	0.088640093	0.73470884
Stat1	2467.813653	-0.078987884	0.168576611	-0.468557788	0.639385756	0.978231238
Gls	10760.27737	-0.04130228	0.07215755	-0.572390272	0.567057605	0.968029228
Nab1	1558.383978	-0.069423813	0.085269808	-0.814166402	0.41554963	0.937340722
Tmem194b	151.8487515	-0.212394311	0.376686876	-0.563848449	0.572857276	0.9696455
Mfsd6	8409.788307	0.098463174	0.095509868	1.030921474	0.302577645	0.905747709
Inpp1	848.3506237	0.182007215	0.140137174	1.298778974	0.194019792	0.849766864
Hibch	908.4774927	0.187609519	0.137157891	1.367836134	0.171363374	0.832861843
1700019D03Rik	168.7185563	-0.05644766	0.250784734	-0.225084117	0.821913837	0.995542231
Mstn	26.24115168	0.717372648	0.859745091	0.834401563	0.404054737	0.93423116
1700019A02Rik	3.350853957	-4.314181848	2.188526183	-1.971272668	0.048692696	0.632118497
Pms1	121.9892117	-0.243353721	0.348137635	-0.699015839	0.484542132	0.95565466
Ormdl1	455.4289987	0.280114851	0.123406224	2.269859999	0.023216079	0.53653282
Osgepl1	375.023425	0.174218563	0.172139476	1.012077923	0.311500797	0.908065967
Asnsd1	1646.25736	0.221026171	0.083236572	2.655397313	0.007921505	0.362976044
Dnah7a	41.01320921	-0.712351673	0.6655943	-1.070249058	0.284507218	0.898853947
Stk17b	130.648443	-0.43521131	0.371597854	-1.171188978	0.241522825	0.887708818
Hecw2	614.7218802	0.266809353	0.198026239	1.347343439	0.177869648	0.839587643
Mir7681	0	NA	NA	NA	NA	NA
Ccdc150	13.44087126	0.521155083	1.300984103	0.400585281	0.688725484	0.98878298
Gtf3c3	1141.659824	0.071481136	0.214146127	0.333796073	0.738533447	0.995542231
Pgap1	972.6811384	-0.13000719	0.209145344	-0.621611685	0.534197236	0.961223421
Ankrd44	439.1051305	-0.054475596	0.162271507	-0.335706477	0.737092221	0.995542231
Sf3b1	4803.092894	-0.04436695	0.09370033	-0.473498335	0.635857688	0.978231238
Coq10b	824.8511592	0.056496883	0.137023457	0.412315412	0.680108254	0.987783275
Hspd1	8084.788882	-0.013953009	0.09584524	-0.145578528	0.884254119	0.995542231
Hspe1	2892.096435	-0.06754901	0.138287282	-0.48846871	0.625217884	0.976361589
Mob4	3566.397491	0.082125204	0.079017627	1.039327639	0.298652385	0.903982465
Rftn2	416.2172695	0.074816809	0.163853485	0.45660798	0.647952842	0.980248913
Mars2	235.5768842	-0.212937702	0.241626831	-0.881266791	0.378173436	0.928845033
Boll	0.832565939	-2.186487009	4.239526184	-0.515738531	0.606037039	0.972363005
Plcl1	582.3449053	-0.135257101	0.171776928	-0.787399694	0.431047926	0.941365519
9130227L01Rik	0	NA	NA	NA	NA	NA
Hsfy2	0	NA	NA	NA	NA	NA
Satb2	23.73645304	1.296086034	0.86214864	1.503320859	0.132756324	0.800627793
9130024F11Rik	1.941297733	3.394348586	2.342052066	1.449305348	0.147252328	0.813814015
BC055402	0.265792065	2.623792603	4.236239419	0.619368346	0.535673729	NA
4930558J18Rik	0.042659661	0.258693155	4.279576766	0.060448303	0.951798588	NA
1700066M21Rik	1426.989044	-0.253517276	0.135385946	-1.872552384	0.061130222	0.676727321
Tyw5	306.1328125	0.352565894	0.178006026	1.980640214	0.047631636	0.631884012
9430016H08Rik	523.475447	-0.369139092	0.168568048	-2.189852092	0.028534965	0.562958456
Spats2l	1084.382701	-0.038202181	0.147621542	-0.258784593	0.795801446	0.995542231
Kctd18	444.5635872	-0.251829021	0.168143504	-1.497702948	0.134210446	0.802496399
Sgol2	200.7538548	0.461092124	0.222552041	2.071839569	0.038280405	0.603998365
Aox1	1964.285064	-0.028770686	0.123371265	-0.233204111	0.815602914	0.995542231
Aox3	15.85708376	-0.182627357	1.028325663	-0.17759681	0.85903963	0.995542231
Aox4	206.7823083	-0.230773818	0.340122806	-0.678501453	0.497453803	0.957210433
Aox2	0.292968265	0.258722328	4.279576766	0.06045512	0.951793159	NA
Bzw1	5404.885861	0.067248904	0.100273088	0.670657556	0.502438707	0.957746751
Clk1	1173.608013	-0.172022235	0.193538919	-0.888825028	0.374097123	0.928845033
Ppil3	697.6691285	-0.199759757	0.186359383	-1.071906086	0.283762216	0.898507663
Nif3l1	957.1008293	0.061287228	0.144729321	0.423461037	0.67195892	0.986727279
Orc2	1036.252384	-0.027374075	0.163497405	-0.167428195	0.867033142	0.995542231
Fam126b	2920.500233	-0.121879683	0.135064692	-0.902380045	0.366855018	0.926036299
Ndufb3	3547.224844	-0.016142664	0.172699928	-0.093472328	0.925528333	0.995542231
Gm20257	26.28216438	0.180537043	1.176601699	0.153439387	0.878051787	0.995542231
Als2cr12	69.09456837	0.121395777	0.475496451	0.255303224	0.79848891	0.995542231
Cflar	1945.969091	-0.057331432	0.11729361	-0.488785636	0.624993469	0.976361589
Casp8	65.3241897	-0.247437351	0.532182591	-0.464948224	0.641968535	0.978231238
Trak2	3767.140878	-0.000538874	0.083431306	-0.0064589	0.99484658	0.999152006
Stradb	474.6297639	0.262436637	0.180512116	1.453844998	0.145989285	0.812361647
Als2cr11	5.017822744	-1.789863202	1.783435776	-1.003603957	0.315569547	0.909388345
Tmem237	1139.137448	-0.113917345	0.14714709	-0.774173276	0.43882833	0.943588955
Mpp4	15.72479804	-4.101867491	1.094253668	-3.748552653	0.000177858	0.065195708
Als2	1304.767303	0.001644623	0.148943468	0.011041929	0.991189994	0.998623454
Cdk15	1139.237087	-0.017180844	0.213694958	-0.080398919	0.935919986	0.995542231
Fzd7	523.3319431	0.172682284	0.175847598	0.981999678	0.326100007	0.913683556
Gm973	17.09284994	-0.721274646	0.802903719	-0.898332675	0.369008218	0.926449125
Sumo1	2022.034234	0.04945275	0.158085039	0.312823717	0.754414596	0.995542231
Nop58	709.0859792	-0.096495329	0.160835569	-0.599962617	0.54853115	0.964389693
Snord70	0.042659661	0.258693155	4.279576766	0.060448303	0.951798588	NA
Snord11	0.549859434	3.629087077	4.209037308	0.862213093	0.388570266	NA
Bmpr2	10194.2798	-0.082979072	0.106676717	-0.777855507	0.436654201	0.943521182
Fam117b	3104.872679	-0.066651296	0.088467525	-0.753398447	0.451210516	0.947747394
Ica1l	552.6463192	-0.164562313	0.202203536	-0.813844882	0.41573382	0.937340722
Wdr12	1390.646725	0.338019969	0.103210575	3.275051694	0.001056426	0.162076481
Carf	307.3511795	0.032512463	0.209003547	0.155559384	0.876380342	0.995542231
Nbeal1	966.6578675	0.018948285	0.296056111	0.064002345	0.948968359	0.995542231
Cyp20a1	603.7150885	0.268803086	0.131550002	2.04335296	0.041017511	0.614357646
Abi2	3024.969656	0.159217754	0.144910527	1.098731457	0.271885217	0.895326426
Raph1	3671.441063	-0.212573176	0.139438137	-1.524498108	0.127384329	0.794629271
Cd28	5.801276713	1.086138524	1.851431136	0.586648082	0.557440083	0.966584906
Ctla4	2.623934897	5.785413414	3.412232199	1.695492299	NA	NA
Icos	0.397795541	-1.66987054	4.257351827	-0.392232216	0.694886643	NA
9530026F06Rik	0.959960373	0.258746205	3.925328691	0.06591708	0.947443842	0.995542231
Pard3b	216.9974698	-0.222967777	0.242941678	-0.917783146	0.358732407	0.922792607
Nrp2	1861.695309	-0.099082775	0.130874651	-0.757081483	0.449001047	0.947478228
4930487H11Rik	1.397410254	3.308757437	3.569847522	0.926862398	0.353997982	0.922111471
Ino80d	1318.855065	-0.109360538	0.132488428	-0.825434646	0.409124872	0.936444021
Ino80dos	101.5414075	-0.279619217	0.337220363	-0.829188411	0.406997802	0.93633053
Ndufs1	4803.035325	0.150097754	0.119599172	1.255006629	0.209476353	0.865426326
Eef1b2	7408.018894	-0.050987338	0.133068934	-0.383164849	0.701597539	0.992288531
Snora41	1.225698406	-2.835426201	4.071799749	-0.696356986	0.486205294	0.95565466
Gpr1	17.56934854	-0.940559157	0.999292717	-0.94122487	0.346589634	0.921629482
Zdbf2	94.68022869	-0.963641728	0.364292127	-2.645244452	0.008163192	0.368013968
Adam23	18041.04133	-0.034856009	0.107356463	-0.324675459	0.74542671	0.995542231
Dytn	26.09978859	-0.267365925	0.715099233	-0.373886465	0.708488787	0.993040785
Mdh1b	25.20333673	-0.528712369	0.949788968	-0.556662993	0.577757706	0.970123947
Fastkd2	633.1810259	-0.095413004	0.160410131	-0.594806596	0.551972758	0.964877273
4933402D24Rik	35.82761071	-0.043529134	0.772389035	-0.056356488	0.955057819	0.995542231
Gm13749	17.91370701	-0.043541201	0.86992805	-0.050051497	0.960081351	0.995542231
Mir1958	0.294987184	0.258717104	4.279576766	0.0604539	0.951794131	NA
Klf7	1603.006361	-0.460763698	0.177866485	-2.590503196	0.009583573	0.397166059
