geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Prex2	889.1054975	-1.035684099	0.149284837	-6.937637607	3.99E-12	2.51E-09
A830018L16Rik	2305.000748	0.126852216	0.126121982	1.005789905	0.314516644	0.597573367
Mir6341	0	NA	NA	NA	NA	NA
Gm17644	0.034248072	-0.544814253	4.279576766	-0.127305639	0.898698498	NA
Sulf1	1075.586018	0.016767608	0.123345724	0.135939923	0.891868775	0.961553907
Slco5a1	1491.830987	-0.139250922	0.145702789	-0.955718984	0.339214229	0.619525263
Prdm14	0	NA	NA	NA	NA	NA
Ncoa2	2665.533412	-0.178431692	0.116146515	-1.536263845	0.124473683	0.363012712
Tram1	1683.396509	0.076589279	0.084903928	0.902069922	0.367019725	0.644611516
Lactb2	882.4918575	0.152506638	0.162897718	0.936211013	0.349164554	0.628739457
Xkr9	0.127978983	-0.544827176	4.279576766	-0.127308658	0.898696108	NA
Gm5523	6.989521365	-1.122082763	1.054029238	-1.064565121	0.287072771	NA
Eya1	28.69912549	-0.725836703	0.648486938	-1.119277291	0.263021861	0.547214283
Msc	220.5083786	-0.41497516	0.24647728	-1.683624386	0.092254283	0.306689619
Trpa1	2276.757251	0.756829753	0.257555589	2.938510301	0.003297937	0.034970212
Kcnb2	1163.51645	-0.526890275	0.283872815	-1.856078664	0.063442346	0.243506901
Terf1	384.0462546	0.251238419	0.148500103	1.691840026	0.09067648	0.303486131
Sbspon	421.5595954	-1.137955927	0.20798975	-5.471211569	4.47E-08	5.35E-06
4930444P10Rik	26.5740183	0.253153837	0.945728419	0.267681325	0.788944626	0.916541016
Rpl7	9132.300096	-0.008489444	0.125027366	-0.067900688	0.945864691	0.979994404
Rdh10	241.3111656	-0.178779937	0.275715098	-0.64842273	0.516711573	0.758430514
Stau2	2892.949778	0.182638762	0.170284455	1.072550995	0.283472622	0.566866915
Ube2w	2097.782845	0.043212485	0.096856599	0.44614911	0.65548954	0.845411232
Tceb1	3849.55513	0.054046268	0.086300016	0.626260235	0.531144264	0.767041917
D030040B21Rik	0.149532855	-0.544825099	4.279576766	-0.127308173	0.898696492	NA
Tmem70	1125.194768	-0.090933708	0.159931111	-0.56858048	0.569640875	0.793448222
Ly96	43.84989678	-0.301894112	0.600080069	-0.503089718	0.614901195	0.820586382
Jph1	245.0320171	-0.188241854	0.253644106	-0.742149533	0.457996742	0.715030185
Gdap1	5424.5991	0.090888188	0.093837762	0.9685673	0.332761125	0.61300554
Pi15	17.48140192	1.016348805	0.853780013	1.190410631	0.233885037	NA
Crispld1	159.1158225	-0.612938528	0.264531533	-2.317071697	0.020499826	0.121449237
Crisp4	0	NA	NA	NA	NA	NA
Defb44-ps	0	NA	NA	NA	NA	NA
Defb18	0	NA	NA	NA	NA	NA
Defb41	0	NA	NA	NA	NA	NA
Gm15386	0	NA	NA	NA	NA	NA
Tfap2d	0	NA	NA	NA	NA	NA
Tfap2b	0.515509855	-1.121900914	4.279576766	-0.262152305	0.793204023	NA
Pkhd1	0.591719288	1.866902654	4.240227186	0.440283639	0.659731689	NA
4930486I03Rik	0	NA	NA	NA	NA	NA
Mir206	0	NA	NA	NA	NA	NA
Mir133b	0	NA	NA	NA	NA	NA
Il17a	0	NA	NA	NA	NA	NA
Il17f	0.327791487	2.216096977	4.231137956	0.523759093	0.600446109	NA
Mcm3	87.02270216	-0.114043367	0.490621748	-0.232446621	0.816191142	0.92688088
6720483E21Rik	16.0817734	0.30793328	0.970063325	0.317436266	0.750912593	NA
Paqr8	2481.243357	-0.230951004	0.105890735	-2.181031273	0.029181104	0.151863181
Efhc1	130.3991173	0.278279963	0.383820973	0.725025424	0.468436434	0.722275023
Tram2	18.70935942	-0.606147118	0.983133873	-0.616545859	0.537534315	NA
Tmem14a	1018.803205	0.306237301	0.150267088	2.03795325	0.041554608	0.188655365
Gsta3	17.75462667	-1.777105662	0.878636934	-2.02257109	0.043117387	NA
Gm4956	0.173807263	-0.544831738	4.279576766	-0.127309724	0.898695264	NA
Khdc1a	0.462954341	2.886014182	4.218770268	0.684088964	0.49391899	NA
Khdc1c	0.954518337	-0.06396116	4.279576766	-0.014945674	0.988075521	NA
Khdc1b	2.495036862	-2.15536441	2.826966617	-0.762430089	0.445803354	NA
Kcnq5	1212.173617	0.314893275	0.174448771	1.805075914	0.071062804	0.262054273
Rims1	997.9123232	0.009409593	0.195669245	0.04808928	0.961645089	0.98521459
4933415F23Rik	4.311653254	-0.405030024	2.101083411	-0.192771987	0.847137543	NA
Mir30a	0.584742542	-4.037029327	4.206798146	-0.959644173	0.337234329	NA
Mir30c-2	0.114101263	0.942170113	4.273463101	0.220469931	0.825505188	NA
Ogfrl1	7852.679632	0.236312891	0.082377203	2.868668545	0.004122035	0.04100351
B3gat2	99.78884333	-0.74591882	0.362367514	-2.058459416	0.039546053	0.183462717
Smap1	1785.04966	0.318172381	0.16393437	1.940852182	0.052276209	0.217177341
1110058L19Rik	914.9940497	0.03212692	0.177207355	0.181295635	0.856135532	0.94470065
Fam135a	862.133093	-0.514602756	0.152396124	-3.376744398	0.000733492	0.012174954
Col9a1	2.385463459	-1.594801028	3.10813222	-0.513105915	0.607877234	NA
Col19a1	190.3924098	-0.4771074	0.327142923	-1.458406606	0.144728501	0.395319932
Lmbrd1	5155.665138	-0.074048418	0.090284462	-0.820167907	0.412120395	0.681717782
Bai3	779.595566	-0.125134051	0.177242536	-0.70600463	0.480185258	0.7312153
Gm20172	1.545776582	-0.544858224	4.279576766	-0.127315913	NA	NA
4931408C20Rik	0	NA	NA	NA	NA	NA
Gm597	0	NA	NA	NA	NA	NA
Mir6342	0	NA	NA	NA	NA	NA
Phf3	1772.813361	0.00725588	0.111018085	0.065357642	0.947889248	0.980503904
Ptp4a1	179.4340005	0.136704605	0.244288915	0.559602164	0.575750829	0.79768522
Gm13363	0	NA	NA	NA	NA	NA
4931428L18Rik	0	NA	NA	NA	NA	NA
Lgsn	0.515613534	3.047426128	4.216550435	0.722729675	0.46984598	NA
Pih1d3	0	NA	NA	NA	NA	NA
Gm4850	0	NA	NA	NA	NA	NA
Khdrbs2	111.0514396	0.428104509	0.276874914	1.546201867	0.122055823	0.359494591
Gm9839	0.212909733	-2.640020769	4.243641067	-0.622112174	0.533868111	NA
Gm5415	1.054197529	-2.621368325	4.005792134	-0.654394496	0.51285768	NA
Prim2	136.1620323	0.501741006	0.279568114	1.794700401	0.072701447	0.265633917
1700001G17Rik	15.65469403	-0.940143547	1.319186722	-0.712669049	0.476050573	NA
Rab23	698.4573308	0.003129611	0.168813763	0.018538839	0.985208994	0.994788386
Bag2	1151.407684	0.518690182	0.179086627	2.896308847	0.003775806	0.0384325
Zfp451	908.7603012	-0.150925463	0.139579217	-1.081288934	0.279568609	0.563183861
Gm15455	1.117024549	2.596146375	2.115275642	1.227332421	0.219697675	NA
Bend6	5038.588361	-0.055064389	0.086917593	-0.63352409	0.526391454	0.764356277
Dst	48128.2295	-0.182902901	0.117509575	-1.556493593	0.119590765	0.355068048
Mir6896	0.240847218	-0.54483147	4.279576766	-0.127309662	0.898695314	NA
Mir5103	0.280096015	-1.121881823	4.279576766	-0.262147844	0.793207462	NA
Ccdc115	1271.203315	0.252343602	0.118253457	2.13392157	0.032849201	0.163219822
Imp4	358.9134103	-0.096635394	0.24051934	-0.401778063	0.687847368	0.863263156
Ptpn18	41.76630248	-1.002352716	0.509867896	-1.965906706	0.049309388	0.210160214
Prss39	0	NA	NA	NA	NA	NA
Cfc1	0	NA	NA	NA	NA	NA
Prss40	0.201841549	-0.544829066	4.279576766	-0.1273091	0.898695758	NA
Amer3	1024.320757	0.29370086	0.175365801	1.67478983	0.093975475	0.30984078
AA619741	0	NA	NA	NA	NA	NA
Arhgef4	2954.338747	0.036606954	0.098889255	0.370181313	0.711247399	0.875390719
Fam168b	9997.36811	-0.057918607	0.048771071	-1.187560707	0.235006526	0.514685126
Plekhb2	10623.05567	0.035576522	0.062514885	0.569088816	0.569295868	0.793361936
Mir7669	0.403683098	-0.544838987	4.279576766	-0.127311418	0.898693923	NA
Hs6st1	4772.367692	0.254119401	0.080526656	3.155717778	0.001601037	0.021105108
Uggt1	3625.835983	0.067899238	0.091606126	0.741208482	0.458567041	0.715117915
Mir6897	0	NA	NA	NA	NA	NA
Neurl3	44.71550212	0.079876247	0.626308762	0.127534934	0.898517025	0.963837974
Arid5a	559.4011187	-0.121905018	0.138308101	-0.881401865	0.378100349	0.653051306
Kansl3	3636.642251	-0.168028722	0.067339081	-2.495263055	0.012586378	0.088590802
Mir6898	0	NA	NA	NA	NA	NA
Fer1l5	579.6281466	-0.058944965	0.154980976	-0.380336778	0.703695438	0.871580333
Lman2l	1473.970693	-0.141609545	0.105488085	-1.342422181	0.179459147	0.444058467
Cnnm4	757.4579549	0.038342342	0.127927758	0.299718701	0.764391732	0.904127313
Cnnm3	979.1307423	-0.445578988	0.120037031	-3.712012723	0.000205618	0.004716497
Ankrd23	83.18187908	0.141977745	0.587403227	0.24170406	0.809009483	0.923475443
Ankrd39	632.3111578	-0.131375608	0.138805013	-0.946475957	0.34390588	0.624240494
Sema4c	1312.157104	-1.043558087	0.214231067	-4.871179984	1.11E-06	7.72E-05
Fam178b	1208.457593	-0.727739094	0.321354721	-2.264597489	0.023537391	0.13271531
Cox5b	7245.185306	0.124605219	0.127933921	0.973981088	0.33006593	0.611211134
Actr1b	10196.98396	0.176543986	0.104366663	1.691574506	0.090727131	0.303486131
4933424G06Rik	8.591835393	0.922759615	1.346679576	0.685210967	0.493210804	NA
Zap70	22.10405025	-0.368560509	0.861709924	-0.427708326	0.668863487	0.853767113
Tmem131	2408.983602	0.203242173	0.122910282	1.653581536	0.098212567	0.317802078
Cnga3	13.2133621	0.086300958	1.212029415	0.071203683	0.94323565	NA
Inpp4a	5830.735994	-0.024135352	0.09246224	-0.261029277	0.79406993	0.91902832
Coa5	4628.708914	0.05112045	0.079152607	0.645846708	0.518378636	0.759567966
Unc50	1513.694217	0.08608958	0.100824274	0.853857681	0.39318385	0.665780956
Mgat4a	2582.641983	-0.004282391	0.133610758	-0.032051244	0.974431185	0.989609667
4930594C11Rik	5.860779791	-2.80616178	2.196847411	-1.27735853	0.201475698	NA
2010300C02Rik	203.3367659	0.588150592	0.360128235	1.633169894	0.10243327	0.325778763
Tsga10	287.776842	0.158986028	0.284315301	0.559189137	0.576032646	0.79774942
Lipt1	138.725681	-0.290450518	0.348384293	-0.833707273	0.404445959	0.674262936
Mitd1	232.4581987	0.352964063	0.179568907	1.965619043	0.049342633	0.210239996
Mrpl30	1217.213478	0.071789456	0.137692477	0.521375296	0.602105358	0.813561701
Lyg2	0.256486904	0.544340325	4.267671144	0.127549735	0.898505311	NA
Lyg1	0	NA	NA	NA	NA	NA
Txndc9	1526.886101	0.209915629	0.103261683	2.032851136	0.042067565	0.189861533
Eif5b	1950.85461	-0.000176754	0.095865563	-0.001843766	0.998528888	0.999564778
Rev1	222.8291783	-0.059771624	0.265068855	-0.225494707	0.821594442	0.929121091
Aff3	2656.731078	0.049713628	0.107973052	0.460426252	0.645210295	0.839742272
Lonrf2	3435.293267	0.129457169	0.152847939	0.846967059	0.397013483	0.668945266
Chst10	435.4501487	0.139137609	0.189990192	0.732341011	0.463960454	0.719163541
Nms	11.35339061	-0.101838356	1.257703209	-0.080971692	0.935464465	NA
Pdcl3	1810.829793	-0.057126722	0.129301246	-0.441811069	0.658625928	0.848230392
Mir6349	0	NA	NA	NA	NA	NA
Npas2	163.4630416	0.119019719	0.311118738	0.382554004	0.70205048	0.870809722
Rpl31	6216.737635	-0.086761939	0.139812318	-0.62056005	0.534889132	0.769364507
Tbc1d8	969.2403039	0.044167223	0.111415265	0.396419853	0.691795322	0.865282189
Cnot11	1003.760078	0.052745948	0.104007663	0.507135209	0.612059952	0.819535317
Snord89	0.832302215	-1.060909683	4.054683538	-0.261650428	0.793590962	NA
Rnf149	1084.596651	0.20336996	0.120834069	1.683051494	0.092365123	0.306908356
Creg2	1068.108717	0.016653702	0.128044744	0.13006158	0.896517707	0.963199005
Rfx8	8.395518577	3.004467144	1.140130077	2.635196811	0.008408851	NA
Gm3646	0	NA	NA	NA	NA	NA
1700066B17Rik	0.19937714	-0.544828716	4.279576766	-0.127309018	0.898695823	NA
Map4k4	4816.880145	-0.438827876	0.077025041	-5.69721058	1.22E-08	1.78E-06
Gm16894	15.12424265	0.190941827	1.223618714	0.156046834	0.875996105	NA
Il1r2	17.60692577	3.735467284	0.92056909	4.057780482	4.95E-05	NA
Il1r1	362.47147	-0.066070298	0.211717853	-0.312067672	0.754989095	0.899474208
Il1rl2	7.008292007	-0.516051367	1.521771524	-0.339112251	0.73452517	NA
Il1rl1	16.6641946	-0.738381358	0.941532405	-0.784233611	0.432903046	NA
Il18r1	7.425685714	-3.996690189	1.644578687	-2.430221321	0.015089605	NA
Il18rap	9.633823032	-2.203786612	1.430347267	-1.54073536	0.123381207	NA
Slc9a4	0.436695022	2.658948011	4.222341839	0.629733004	0.528869285	NA
Slc9a2	185.7891015	0.50264907	0.322400583	1.559082386	0.118976882	0.354408601
Mfsd9	491.0630521	-0.011610526	0.186577149	-0.062229089	0.950380398	0.980911494
Tmem182	7.674634378	0.844253026	1.775444045	0.47551655	0.63441884	NA
4930448I06Rik	0	NA	NA	NA	NA	NA
Pou3f3os	5.430753257	1.278062354	4.081309249	0.313150089	0.754166636	NA
Pou3f3	11.55398558	0.921292079	1.331156326	0.692099088	0.488875105	NA
2900092D14Rik	4.311457044	5.340937314	2.383880223	2.240438618	0.025062462	NA
2610207O16Rik	0.085319322	-0.544820992	4.279576766	-0.127307213	0.898697251	NA
Mrps9	1439.134749	0.135085641	0.116705045	1.157496152	0.247069711	0.529085218
Gpr45	142.4864923	0.420676683	0.321062404	1.310264538	0.19010636	0.456746439
Tgfbrap1	1921.599372	-0.131441725	0.093620053	-1.403991138	0.160321488	0.41825761
AI597479	908.5096267	-0.044556233	0.165739416	-0.26883305	0.788058159	0.916541016
Fhl2	112.221242	0.232522752	0.296323856	0.784691301	0.432634584	0.696614834
Nck2	346.7378625	-0.085293139	0.175467818	-0.486089924	0.62690341	0.829382745
1500015O10Rik	110.882157	-0.290154588	0.528601436	-0.548909949	0.58306725	0.80227706
Uxs1	1690.850242	0.071636262	0.165687815	0.432356853	0.665482072	0.851878262
Tpp2	2488.287745	0.307257136	0.129178492	2.378547167	0.017381013	0.109189576
Mettl21c	2.038793877	3.478004651	3.39161427	1.025471759	0.305140644	NA
Tex30	189.3993369	0.013734976	0.362357187	0.037904523	0.969763807	0.987989758
Kdelc1	180.4274523	-0.555422609	0.239545093	-2.318655757	0.020413709	0.121192792
Bivm	669.7785574	-0.096306086	0.171317974	-0.562148169	0.574015072	0.796653001
Ercc5	777.8508899	-0.340630019	0.143868739	-2.367644439	0.017901731	0.111015275
Mettl21e	3.583835528	-1.746183521	2.579093178	-0.67705329	0.498372144	NA
Gulp1	555.4372523	-0.55456428	0.161230006	-3.439584807	0.000582607	0.010359529
4930521E06Rik	0	NA	NA	NA	NA	NA
Col3a1	1818.921627	-0.90103409	0.159558756	-5.647036327	1.63E-08	2.29E-06
Col5a2	753.8131794	-0.889279767	0.192249904	-4.6256448	3.73E-06	0.000200933
Wdr75	923.1770484	0.297202629	0.154252371	1.926729729	0.054013321	0.221532674
Slc40a1	108.1687781	0.156979097	0.400235798	0.392216531	0.694898231	0.867214777
Gm4776	0	NA	NA	NA	NA	NA
Dnah7b	138.5828537	-0.829934723	0.342930615	-2.420124326	0.015515202	0.10120645
Slc39a10	1927.685907	-0.145613175	0.106693472	-1.364780547	0.172322035	0.434300737
Mir6350	0	NA	NA	NA	NA	NA
Tmeff2	4550.349874	0.307372023	0.118916133	2.584779833	0.00974412	0.074780694
9330175M20Rik	37.74683421	-0.396607122	0.702037341	-0.56493736	0.572116371	0.794932549
Sdpr	347.3566759	-0.329136518	0.25834566	-1.274016051	0.202657728	0.473336768
Nabp1	160.7537332	-0.1671832	0.278404317	-0.600505057	0.548169692	0.778397736
Myo1b	1430.731795	-0.113800493	0.095144893	-1.196075681	0.231667027	0.510685661
Stat4	10.32365281	0.27232817	1.278518658	0.213002891	0.831324708	NA
Stat1	2467.813653	0.123620804	0.168479592	0.733743492	0.463105086	0.718510346
Gls	10760.27737	0.082808352	0.072108349	1.148387855	0.250808485	0.533304248
Nab1	1558.383978	-0.09313268	0.085154023	-1.093696761	0.274087995	0.557732271
Tmem194b	151.8487515	-0.729176267	0.378041189	-1.928827569	0.053752272	0.221067732
Mfsd6	8409.788307	0.094041614	0.095439076	0.985357549	0.324448474	0.606959915
Inpp1	848.3506237	-0.028072157	0.139686189	-0.200965872	0.84072526	0.938036458
Hibch	908.4774927	0.089522776	0.136611127	0.655311013	0.512267532	0.755636615
1700019D03Rik	168.7185563	-0.099344409	0.250412781	-0.396722598	0.691572034	0.865214324
Mstn	26.24115168	-1.819839596	0.866037922	-2.101339386	0.035611185	0.172098927
1700019A02Rik	3.350853957	4.015258932	2.188570582	1.834649047	0.066557706	NA
Pms1	121.9892117	-0.101467332	0.348271629	-0.291345386	0.770787179	0.907981902
Ormdl1	455.4289987	0.014309844	0.122133249	0.117165837	0.906728638	0.965844264
Osgepl1	375.023425	0.094787759	0.171127894	0.553900108	0.579647211	0.79952697
Asnsd1	1646.25736	-0.055053278	0.082832148	-0.664636606	0.50628295	0.75258698
Dnah7a	41.01320921	0.648205009	0.664704406	0.975177845	0.32947205	0.610755437
Stk17b	130.648443	0.339569235	0.371177881	0.914842324	0.360274412	0.638701097
Hecw2	614.7218802	-0.523674082	0.19798738	-2.64498718	0.008169401	0.066243088
Mir7681	0	NA	NA	NA	NA	NA
Ccdc150	13.44087126	-2.115522452	1.31237995	-1.611974071	0.106967582	NA
Gtf3c3	1141.659824	0.011565939	0.213963678	0.054055618	0.956890852	0.983599571
Pgap1	972.6811384	0.267223442	0.20890684	1.279151235	0.200843804	0.470771372
Ankrd44	439.1051305	-0.34857425	0.162446457	-2.145779334	0.031890588	0.160830792
Sf3b1	4803.092894	-0.073911612	0.093655221	-0.789188385	0.43000191	0.694703387
Coq10b	824.8511592	0.093421005	0.13656818	0.684061282	0.493936469	0.742932189
Hspd1	8084.788882	0.376665226	0.095746952	3.933965714	8.36E-05	0.002362081
Hspe1	2892.096435	0.109150309	0.138190569	0.789853529	0.429613313	0.694421052
Mob4	3566.397491	0.050776414	0.078839007	0.644051926	0.519541763	0.760271709
Rftn2	416.2172695	-0.708438645	0.164446015	-4.308031691	1.65E-05	0.000644343
Mars2	235.5768842	0.157940951	0.241147082	0.654956924	0.512495488	0.755636615
Boll	0.832565939	3.140285793	4.215380638	0.744959012	0.456296499	NA
Plcl1	582.3449053	-0.031468393	0.171631158	-0.18334895	0.854524228	0.944270831
9130227L01Rik	0	NA	NA	NA	NA	NA
Hsfy2	0	NA	NA	NA	NA	NA
Satb2	23.73645304	-0.513505215	0.853606191	-0.601571568	0.547459359	0.777923303
9130024F11Rik	1.941297733	-2.014148416	2.250969632	-0.894791466	0.370898573	NA
BC055402	0.265792065	-2.909914663	4.236239419	-0.686909869	0.492139528	NA
4930558J18Rik	0.042659661	-0.544815214	4.279576766	-0.127305863	0.89869832	NA
1700066M21Rik	1426.989044	0.349133032	0.135164568	2.583021854	0.009793912	0.0750832
Tyw5	306.1328125	-0.249438228	0.177125393	-1.408257865	0.159054727	0.416122138
9430016H08Rik	523.475447	0.205941841	0.168404507	1.222899815	0.221367538	0.498300739
Spats2l	1084.382701	0.336616703	0.147192936	2.286908001	0.022201194	0.127742247
Kctd18	444.5635872	-0.015770959	0.168101151	-0.09381827	0.925253518	0.972234812
Sgol2	200.7538548	0.026836904	0.220294159	0.121823039	0.903039167	0.965252021
Aox1	1964.285064	0.18259135	0.123164452	1.482500403	0.138207196	0.385341395
Aox3	15.85708376	0.952491036	1.021224869	0.932694713	0.350977616	NA
Aox4	206.7823083	0.086107691	0.339880823	0.253346717	0.800000298	0.921104472
Aox2	0.292968265	0.416944299	4.279576766	0.097426526	0.92238768	NA
Bzw1	5404.885861	0.081424023	0.100177432	0.812798069	0.416333843	0.685397638
Clk1	1173.608013	-1.013479901	0.194013996	-5.22374634	1.75E-07	1.68E-05
Ppil3	697.6691285	0.004751128	0.186270217	0.025506645	0.979650848	0.99184367
Nif3l1	957.1008293	0.278950286	0.144185289	1.934665376	0.053031372	0.219042798
Orc2	1036.252384	0.183631208	0.163193324	1.125237261	0.260488508	0.54460648
Fam126b	2920.500233	0.008230089	0.135012748	0.060957866	0.951392764	0.981078728
Ndufb3	3547.224844	0.047888479	0.172638232	0.277392082	0.781479061	0.913096679
Gm20257	26.28216438	-0.396306479	1.176299796	-0.336909417	0.736185186	0.889221763
Als2cr12	69.09456837	-0.191922186	0.474733674	-0.404273378	0.6860117	0.862469818
Cflar	1945.969091	-0.166401566	0.117257162	-1.419116439	0.155865072	0.411860901
Casp8	65.3241897	0.023728353	0.531939187	0.044607266	0.964420351	0.985742908
Trak2	3767.140878	-0.281920331	0.083426351	-3.379271991	0.000726781	0.012136494
Stradb	474.6297639	-0.369425808	0.180246537	-2.049558425	0.040407541	0.185184215
Als2cr11	5.017822744	-0.473057421	1.807674761	-0.261693879	0.79355746	NA
Tmem237	1139.137448	0.23597659	0.146866982	1.606736835	0.10811211	0.335437229
Mpp4	15.72479804	3.2968152	1.096710376	3.006094656	0.002646266	NA
Als2	1304.767303	0.005889636	0.14876155	0.039591121	0.968419107	0.987453198
Cdk15	1139.237087	0.27846496	0.213434617	1.304685078	0.192000105	0.458958333
Fzd7	523.3319431	-0.368148988	0.175719025	-2.095100336	0.036162074	0.173314523
Gm973	17.09284994	0.266615997	0.803974315	0.331622531	0.740174304	NA
Sumo1	2022.034234	0.031102814	0.157950643	0.196914766	0.843894238	0.939767158
Nop58	709.0859792	0.255251606	0.160374109	1.591601085	0.111474366	0.341580154
Snord70	0.042659661	-0.544815214	4.279576766	-0.127305863	0.89869832	NA
Snord11	0.549859434	-3.915209137	4.209037308	-0.930191122	0.352272138	NA
Bmpr2	10194.2798	-0.067613493	0.106661371	-0.633907972	0.526140883	0.76428775
Fam117b	3104.872679	0.062264624	0.088347171	0.704772139	0.48095205	0.732074873
Ica1l	552.6463192	0.225049726	0.201849342	1.114939109	0.264876516	0.54885776
Wdr12	1390.646725	0.098203662	0.102580941	0.957328534	0.338401458	0.618515305
Carf	307.3511795	-0.31710653	0.208984709	-1.517367141	0.129174015	0.370157335
Nbeal1	966.6578675	-0.518499488	0.296139967	-1.750859549	0.079970106	0.282658685
Cyp20a1	603.7150885	-0.079624407	0.130814765	-0.608680582	0.54273618	0.773482283
Abi2	3024.969656	-0.210824257	0.144844681	-1.455519496	0.145525497	0.396571152
Raph1	3671.441063	0.101887421	0.139398035	0.730910023	0.464834113	0.719682257
Cd28	5.801276713	0.531121651	1.822704656	0.291392052	0.770751492	NA
Ctla4	2.623934897	-3.821634666	3.369025199	-1.13434434	NA	NA
Icos	0.397795541	-0.544852927	4.279576766	-0.127314676	0.898691345	NA
9530026F06Rik	0.959960373	2.62872973	3.863410797	0.680416831	0.496240567	NA
Pard3b	216.9974698	-0.697923083	0.244309643	-2.856715252	0.004280497	0.042089611
Nrp2	1861.695309	-0.158280743	0.130856634	-1.209573698	0.226442516	0.504856589
4930487H11Rik	1.397410254	-1.67665661	3.508444635	-0.477891711	0.632727281	NA
Ino80d	1318.855065	-0.46711906	0.132676689	-3.520731971	0.000430357	0.008305324
Ino80dos	101.5414075	0.085142009	0.336886967	0.252731681	0.800475565	0.921236878
Ndufs1	4803.035325	0.230623201	0.119457801	1.93058301	0.053534641	0.220506656
Eef1b2	7408.018894	-0.021173042	0.133042777	-0.159144617	0.873554937	0.952382808
Snora41	1.225698406	1.277732323	4.110177056	0.310870385	0.755899159	NA
Gpr1	17.56934854	0.17458983	1.001807195	0.174274881	0.861649439	NA
Zdbf2	94.68022869	-0.029748675	0.366423085	-0.081186683	0.93529349	0.975741529
Adam23	18041.04133	0.072474855	0.10733649	0.675211712	0.499541266	0.747898176
Dytn	26.09978859	-0.167935193	0.715974644	-0.234554665	0.8145544	0.925923873
Mdh1b	25.20333673	0.981165812	0.946797573	1.036299458	0.300062459	0.582100108
Fastkd2	633.1810259	0.181492347	0.159976412	1.134494426	0.256587211	0.540745965
4933402D24Rik	35.82761071	-0.199481361	0.772162318	-0.258341227	0.796143571	0.920030503
Gm13749	17.91370701	-0.446340936	0.871363298	-0.512232885	0.60848803	NA
Mir1958	0.294987184	-0.544839163	4.279576766	-0.127311459	0.898693891	NA
Klf7	1603.006361	-0.096927097	0.177966541	-0.544636631	0.586003456	0.803609666
Mir6899	3.349182595	-0.544869389	4.279576766	-0.127318522	NA	NA
Creb1	1243.113234	-0.196387581	0.106057251	-1.851712904	0.06406706	0.245059891
Mettl21a	611.7635102	-0.012004845	0.188643231	-0.063637827	0.949258611	0.980512594
2810408I11Rik	6.775801198	1.380922179	1.477958838	0.93434414	0.350126402	NA
